Species,Species taxid,16S gene count
Pseudomonas syringae,317,5.0
Pseudomonas syringae group genomosp. 3,251701,5.0
Pseudomonas taetrolens,47884,6.0
Pseudomonas trivialis,200450,5.0
Pseudomonas veronii,76761,6.0
Pseudomonas versuta,1788301,8.0
Pseudomonas viridiflava,33069,5.0
Pseudonocardia dioxanivorans,240495,3.0
Pseudonocardia sp. AL041005-10,445576,4.0
Pseudonocardia sp. EC080610-09,1688404,4.0
Pseudonocardia sp. EC080619-01,1096856,4.0
Pseudonocardia sp. EC080625-04,1096868,4.0
Pseudonocardia sp. HH130629-09,1641402,3.0
Pseudonocardia sp. HH130630-07,1690815,3.0
Pseudopedobacter saltans,151895,4.0
Pseudopropionibacterium propionicum,1750,2.0
Pseudorhodoplanes sinuspersici,1235591,1.0
Pseudothermotoga elfii,38322,1.0
Pseudothermotoga hypogea,57487,1.0
Pseudothermotoga lettingae,177758,1.0
Pseudothermotoga thermarum,119394,1.0
Pseudoxanthomonas spadix,415229,1.0
Pseudoxanthomonas suwonensis,314722,1.5
Psychrobacter alimentarius,261164,5.0
Psychrobacter arcticus,334543,4.0
Psychrobacter cryohalolentis,330922,4.5
Psychrobacter sp. AntiMn-1,1720344,5.0
Psychrobacter sp. DAB_AL43B,1028416,4.0
Psychrobacter sp. G,571800,4.0
Psychrobacter sp. P11G5,1699624,4.0
Psychrobacter sp. P2G3,1699622,4.0
Psychrobacter sp. PRwf-1,349106,5.0
Psychrobacter sp. YP14,2203895,3.0
Psychrobacter urativorans,45610,6.0
Psychroflexus torquis,57029,3.0
Psychromicrobium lacuslunae,1618207,2.0
Psychromonas ingrahamii,357794,10.0
Psychromonas sp. CNPT3,314282,10.0
Pusillimonas sp. T7-7,1007105,2.0
Pyrobaculum islandicum,2277,1.0
Pyrococcus abyssi,29292,1.0
Pyrococcus furiosus,2261,1.0
Pyrococcus horikoshii,53953,1.0
Pyrococcus kukulkanii,1609559,1.0
Pyrococcus sp. NA2,342949,1.0
Pyrococcus sp. ST04,1183377,1.0
Pyrococcus yayanosii,1008460,1.0
Pyrodictium delaneyi,1273541,1.0
Pyrolobus fumarii,54252,1.0
Rahnella aquatilis,34038,7.0
Rahnella sp. Y9602,741091,7.0
Ralstonia insidiosa,190721,3.0
Ralstonia mannitolilytica,105219,2.0
Ralstonia pickettii,329,3.0
Ralstonia solanacearum,305,4.0
Ramlibacter tataouinensis,94132,1.5
Raoultella ornithinolytica,54291,8.0
Raoultella planticola,575,8.0
Raoultella sp. X13,2259647,8.0
Rathayibacter toxicus,145458,2.0
Rathayibacter tritici,33888,2.0
Reinekea forsetii,1336806,5.0
Renibacterium salmoninarum,1646,2.0
Rhizobacter gummiphilus,946333,3.0
Rhizobium etli,29449,3.0
Rhizobium gallicum,56730,3.0
Rhizobium leguminosarum,384,3.0
Rhizobium phaseoli,396,3.0
Rhizobium sp. 11515TR,2028343,3.0
Rhizobium sp. ACO-34A,1571470,4.0
Rhizobium sp. CIAT894,2020312,3.0
Rhizobium sp. IE4771,1301032,3.0
Rhizobium sp. IRBG74,424182,4.0
Rhizobium sp. Kim5,2020311,3.0
Rhizobium sp. N113,1703960,3.0
Rhizobium sp. N1314,1703961,3.0
Rhizobium sp. N1341,1703962,3.0
Rhizobium sp. N324,1703969,3.0
Rhizobium sp. N621,1703964,3.0
Rhizobium sp. N6212,1703965,3.0
Rhizobium sp. N731,1703966,3.0
Rhizobium sp. N741,1703967,3.0
Rhizobium sp. N871,1703968,3.0
Rhizobium sp. NT-26,1125847,3.0
Rhizobium sp. NXC14,1981173,3.0
Rhizobium sp. NXC24,2048897,3.0
Rhizobium sp. S41,1869170,6.0
Rhizobium sp. TAL182,2020313,3.0
Rhizobium sp. Y9,1914541,4.0
Rhizobium tropici,398,3.0
Rhizorhabdus dicambivorans,1850238,2.0
Rhodanobacter denitrificans,666685,2.0
Rhodobaca barguzinensis,441209,3.0
Rhodobacter capsulatus,1061,4.0
Rhodobacter sp. CZR27,2033869,4.0
Rhodobacter sp. LPB0142,1850250,3.0
Rhodobacter sphaeroides,1063,3.0
Rhodobacteraceae bacterium,1904441,3.0
Rhodobacteraceae bacterium BAR1,2171755,2.0
Rhodobacteraceae bacterium QY30,2033435,2.0
Rhodobiaceae bacterium,2026785,1.0
Rhodococcus aetherivorans,191292,4.0
Rhodococcus biphenylivorans,1500843,4.0
Rhodococcus coprophilus,38310,4.0
Rhodococcus erythropolis,1833,5.0
Rhodococcus fascians,1828,4.0
Rhodococcus hoagii,43767,4.5
Rhodococcus jostii,132919,4.0
Rhodococcus opacus,37919,4.0
Rhodococcus pyridinivorans,103816,4.0
Rhodococcus qingshengii,334542,6.0
Rhodococcus rhodochrous,1829,4.0
Rhodococcus ruber,1830,4.0
Rhodococcus sp. 008,1723645,5.0
Rhodococcus sp. 2G,1570939,4.0
Rhodococcus sp. B7740,1564114,4.0
Rhodococcus sp. BH4,1807790,5.0
Rhodococcus sp. H-CA8f,1727214,5.0
Rhodococcus sp. MTM3W5.2,1805827,4.0
Rhodococcus sp. PBTS 1,1653478,3.0
Rhodococcus sp. PBTS 2,1653479,4.0
Rhodococcus sp. S2-17,1990687,4.0
Rhodococcus sp. WB1,1033922,4.0
Rhodococcus sp. WMMA185,679318,4.0
Rhodococcus sp. YL-1,1045808,4.0
Rhodococcus sp. p52,935199,4.0
Rhodocyclaceae bacterium,1898103,3.0
Rhodoferax antarcticus,81479,3.0
Rhodoferax ferrireducens,192843,2.0
Rhodoferax koreense,1842727,3.0
Rhodoferax saidenbachensis,1484693,2.0
Rhodoluna lacicola,529884,1.0
Rhodomicrobium vannielii,1069,2.0
Rhodopirellula baltica,265606,1.0
Rhodoplanes sp. Z2-YC6860,674703,1.0
Rhodopseudomonas palustris,1076,2.0
Rhodospirillum centenum,34018,4.0
Rhodospirillum rubrum,1085,4.0
Rhodothermaceae bacterium,2026787,1.0
Rhodothermaceae bacterium RA,1779382,1.0
Rhodothermus marinus,29549,1.0
Rhodovulum sp. MB263,308754,3.0
Rhodovulum sp. P5,1564506,3.0
Rhodovulum sulfidophilum,35806,3.0
Rickettsia africae,35788,1.0
Rickettsia akari,786,1.0
Rickettsia amblyommatis,33989,1.0
Rickettsia australis,787,1.0
Rickettsia bellii,33990,1.0
Rickettsia canadensis,788,1.0
Rickettsia conorii,781,1.0
Rickettsia endosymbiont of Bemisia tabaci,337479,1.0
Rickettsia felis,42862,1.0
Rickettsia heilongjiangensis,226665,1.0
Rickettsia japonica,35790,1.0
Rickettsia massiliae,35791,1.0
Rickettsia monacensis,109232,1.0
Rickettsia montanensis,33991,1.0
Rickettsia parkeri,35792,1.0
Rickettsia peacockii,47589,1.0
Rickettsia philipii,1105106,1.0
Rickettsia prowazekii,782,1.0
Rickettsia rhipicephali,33992,1.0
Rickettsia rickettsii,783,1.0
Rickettsia slovaca,35794,1.0
Rickettsia typhi,785,1.0
Rickettsiales bacterium Ac37b,1528098,1.0
Riemerella anatipestifer,34085,3.0
Rivularia sp. PCC 7116,373994,3.0
Robiginitalea biformata,252307,2.0
Roseateles depolymerans,76731,4.0
Roseburia hominis,301301,4.0
Roseibacterium elongatum,159346,2.0
Roseiflexus castenholzii,120962,2.0
Roseiflexus sp. RS-1,357808,2.0
Roseobacter denitrificans,2434,1.0
Roseobacter litoralis,42443,1.0
Roseomonas gilardii,257708,5.0
Roseomonas sp. FDAARGOS_362,2018065,5.0
Roseovarius mucosus,215743,2.0
Roseovarius sp. TM1035,391613,2.0
Rothia aeria,172042,3.0
Rothia dentocariosa,2047,3.0
Rothia mucilaginosa,43675,3.0
Rouxiella sp. ERMR1:05,1805933,8.0
Rubinisphaera brasiliensis,119,2.0
Rubrivivax gelatinosus,28068,3.0
Rubrobacter radiotolerans,42256,1.0
Rubrobacter xylanophilus,49319,1.0
Ruegeria pomeroyi,89184,3.0
Ruegeria sp. AD91A,2293862,3.0
Ruegeria sp. NKC1-1,2099786,6.0
Ruegeria sp. TM1040,292414,5.0
Rufibacter sp. DG15C,1379909,3.0
Rufibacter sp. DG31D,1379910,2.0
Rufibacter tibetensis,512763,4.0
Ruminiclostridium cellulolyticum,1521,8.0
Ruminococcaceae bacterium CPB6,1572656,3.0
Ruminococcus albus,1264,4.0
Ruminococcus bicirculans,1160721,4.0
Rummeliibacillus stabekisii,241244,12.0
Runella slithyformis,106,2.0
Runella sp. HYN0085,2259595,3.0
Saccharomonospora viridis,1852,3.0
Saccharophagus degradans,86304,2.0
Saccharopolyspora erythraea,1836,4.0
Saccharospirillum mangrovi,2161747,4.0
Saccharothrix espanaensis,103731,4.0
Sagittula sp. P11,2009329,2.0
Salegentibacter sp. T436,1729720,3.0
Salimicrobium jeotgali,1230341,7.0
Salinarchaeum sp. Harcht-Bsk1,1333523,1.0
Salinibacter ruber,146919,1.0
Salinibacterium sp. CGMCC 1.16371,2079791,2.0
Salinicoccus halodurans,407035,4.0
Salinicola tamaricis,1771309,5.0
Salinigranum rubrum,755307,2.0
Salinimonas sp. HMF8227,2183582,4.0
Salinimonas sp. N102,2303538,5.0
Salinisphaera sp. LB1,2183911,2.0
Salinispira pacifica,1307761,2.0
Salinispora arenicola,168697,3.0
Salinispora tropica,168695,3.0
Salinivirga cyanobacteriivorans,1307839,3.0
Salipiger bermudensis,344736,4.0
Salipiger profundus,1229727,4.0
Salmonella bongori,54736,7.0
Salmonella enterica,28901,7.0
Sandaracinus amylolyticus,927083,2.0
Sanguibacter keddieii,60920,4.0
Saprospira grandis,1008,3.0
Scardovia inopinata,78259,2.0
Sebaldella termitidis,826,4.0
Sedimenticola thiotaurini,1543721,2.0
Sediminicola sp. YIK13,1453352,3.0
Sediminispirochaeta smaragdinae,55206,2.0
Segniliparus rotundus,286802,1.0
Selenomonas ruminantium,971,7.0
Selenomonas sp. oral taxon 136,713030,4.0
Selenomonas sp. oral taxon 478,712538,4.0
Selenomonas sp. oral taxon 920,1884263,4.0
Selenomonas sputigena,69823,4.0
Seonamhaeicola sp. S2-3,1936081,2.0
Serinicoccus sp. JLT9,1758689,2.0
Serratia ficaria,61651,7.0
Serratia fonticola,47917,7.0
Serratia liquefaciens,614,7.0
Serratia marcescens,615,7.0
Serratia plymuthica,82996,7.0
Serratia proteamaculans,28151,7.0
Serratia rubidaea,61652,7.0
Serratia sp. AS12,768490,7.0
Serratia sp. AS13,768493,7.0
Serratia sp. ATCC 39006,104623,7.0
Serratia sp. FGI94,671990,7.0
Serratia sp. FS14,1327989,7.0
Serratia sp. MYb239,2033438,7.0
Serratia sp. SCBI,488142,7.0
Serratia sp. SSNIH1,1758196,7.0
Serratia sp. YD25,1759437,6.0
Shewanella algae,38313,8.0
Shewanella amazonensis,60478,8.0
Shewanella baltica,62322,10.0
Shewanella benthica,43661,11.0
Shewanella bicestrii,2018305,9.0
Shewanella denitrificans,192073,8.0
Shewanella frigidimarina,56812,9.0
Shewanella halifaxensis,271098,10.0
Shewanella japonica,93973,8.0
Shewanella loihica,359303,8.0
Shewanella marisflavi,260364,8.0
Shewanella oneidensis,70863,9.0
Shewanella pealeana,70864,11.0
Shewanella piezotolerans,404011,8.0
Shewanella psychrophila,225848,9.0
Shewanella putrefaciens,24,8.0
Shewanella sediminis,271097,12.0
Shewanella sp. ANA-3,94122,9.0
Shewanella sp. FDAARGOS_354,1930557,9.0
Shewanella sp. MR-4,60480,9.0
Shewanella sp. MR-7,60481,9.0
Shewanella sp. Pdp11,2059264,10.0
Shewanella sp. W3-18-1,351745,8.0
Shewanella sp. WE21,2029986,10.0
Shewanella violacea,60217,14.0
Shewanella woodyi,60961,10.0
Shigella dysenteriae,622,7.0
Shigella sp. PAMC 28760,1813821,7.0
Shimwellia blattae,563,8.0
Shinella sp. HZN7,879274,3.0
Siansivirga zeaxanthinifaciens,762954,3.0
Sideroxydans lithotrophicus,63745,2.0
Simiduia agarivorans,447471,3.0
Simkania negevensis,83561,1.0
Simonsiella muelleri,72,5.0
Simplicispira suum,2109915,3.0
Singulisphaera acidiphila,466153,8.0
Sinomonas atrocyanea,37927,4.0
Sinorhizobium americanum,194963,3.0
Sinorhizobium fredii,380,3.0
Sinorhizobium medicae,110321,3.0
Sinorhizobium meliloti,382,3.0
Sinorhizobium sp. CCBAU 05631,794846,3.0
Sinorhizobium sp. RAC02,1842534,3.0
Slackia heliotrinireducens,84110,2.0
Sneathia amnii,187101,3.0
Snodgrassella alvi,1196083,4.0
Sodalis endosymbiont of Henestaris halophilus,1929246,1.0
Sodalis glossinidius,63612,7.0
Sodalis praecaptivus,1239307,7.0
Solibacillus silvestris,76853,12.0
Solibacillus sp. R5-41,2048654,12.0
Solimonas sp. K1W22B-7,2303331,2.0
Solitalea canadensis,995,4.0
Sorangium cellulosum,56,4.0
Sphaerobacter thermophilus,2057,2.0
Sphaerochaeta coccoides,273376,3.0
Sphaerochaeta globosa,1131703,4.0
Sphaerochaeta pleomorpha,1131707,4.0
Sphingobacteriaceae bacterium GW460-11-11-14-LB5,1986952,4.0
Sphingobacterium mizutaii,1010,4.0
Sphingobacterium sp. 21,743722,4.0
Sphingobacterium sp. B29,1933220,7.0
Sphingobacterium sp. G1-14,2003121,7.0
Sphingobacterium sp. ML3W,1538644,8.0
Sphingobium baderi,1332080,2.0
Sphingobium chlorophenolicum,46429,3.0
Sphingobium cloacae,120107,2.0
Sphingobium herbicidovorans,76947,2.0
Sphingobium hydrophobicum,1673076,3.0
Sphingobium indicum,332055,2.0
Sphingobium japonicum,332056,3.0
Sphingobium sp. EP60837,1855519,2.0
Sphingobium sp. MI1205,407020,2.0
Sphingobium sp. RAC03,1843368,3.0
Sphingobium sp. SYK-6,627192,2.0
Sphingobium sp. TKS,1315974,3.0
Sphingobium sp. YBL2,484429,3.0
Sphingobium yanoikuyae,13690,4.0
Sphingomonas hengshuiensis,1609977,1.0
Sphingomonas koreensis,93064,2.0
Sphingomonas melonis,152682,2.0
Sphingomonas panacis,1560345,3.0
Sphingomonas sanxanigenens,397260,3.0
Sphingomonas sp. Cra20,1327635,2.0
Sphingomonas sp. FARSPH,2219696,2.0
Sphingomonas sp. JJ-A5,1921510,2.0
Sphingomonas sp. KC8,1030157,2.0
Sphingomonas sp. LK11,1390395,4.0
Sphingomonas sp. LM7,1938607,2.0
Sphingomonas sp. MM-1,745310,2.0
Sphingomonas sp. NIC1,1961362,2.0
Sphingomonas taxi,1549858,2.0
Sphingomonas wittichii,160791,2.0
Sphingopyxis alaskensis,117207,1.0
Sphingopyxis fribergensis,1515612,1.0
Sphingopyxis granuli,267128,1.0
Sphingopyxis macrogoltabida,33050,1.0
Sphingopyxis sp. 113P3,292913,1.0
Sphingopyxis sp. LPB0140,1913578,2.0
Sphingopyxis sp. MG,1866325,1.0
Sphingopyxis sp. QXT-31,1357916,1.0
Sphingopyxis terrae,33052,1.0
Sphingorhabdus flavimaris,266812,2.0
Sphingorhabdus sp. Alg231-15,1922222,1.0
Sphingorhabdus sp. M41,1806885,2.0
Sphingorhabdus sp. YGSMI21,2077182,2.0
Spiribacter curvatus,1335757,1.0
Spiribacter salinus,1335746,1.0
Spirochaeta africana,46355,3.0
Spirochaeta aurantia,147,2.5
Spirochaeta thermophila,154,2.0
Spiroplasma alleghenense,216931,2.0
Spiroplasma apis,2137,1.5
Spiroplasma atrichopogonis,1114980,1.0
Spiroplasma cantharicola,362837,1.0
Spiroplasma chrysopicola,216933,1.0
Spiroplasma citri,2133,1.0
Spiroplasma clarkii,2139,2.0
Spiroplasma corruscae,216934,1.0
Spiroplasma culicicola,216935,1.0
Spiroplasma diminutum,216936,1.0
Spiroplasma eriocheiris,315358,1.0
Spiroplasma floricola,216937,1.0
Spiroplasma helicoides,216938,1.0
Spiroplasma kunkelii,47834,1.0
Spiroplasma litorale,216942,1.0
Spiroplasma melliferum,2134,1.0
Spiroplasma mirum,2144,1.0
Spiroplasma monobiae,2136,1.0
Spiroplasma phoeniceum,47835,1.0
Spiroplasma sabaudiense,216944,2.0
Spiroplasma sp. NBRC 100390,1914410,1.0
Spiroplasma sp. TU-14,1898044,1.0
Spiroplasma syrphidicola,216945,1.0
Spiroplasma taiwanense,2145,1.0
Spiroplasma turonicum,216946,1.0
Spirosoma aerolatum,1211326,3.0
Spirosoma montaniterrae,1178516,3.0
Spirosoma pollinicola,2057025,1.0
Spirosoma radiotolerans,1379870,3.0
Spirosoma rigui,564064,3.0
Spongiibacter sp. IMCC21906,1620392,2.0
Sporosarcina psychrophila,1476,10.0
Sporosarcina sp. P33,1930764,8.0
Sporosarcina sp. P37,1930546,8.0
Sporosarcina sp. PTS2304,2283194,9.0
Sporosarcina ureae,1571,8.0
Stackebrandtia nassauensis,283811,2.0
Stanieria cyanosphaera,102116,2.0
Stanieria sp. NIES-3757,1807358,2.0
Staphylococcus agnetis,985762,5.0
Staphylococcus argenteus,985002,5.0
Staphylococcus aureus,1280,6.0
Staphylococcus auricularis,29379,5.0
Staphylococcus capitis,29388,6.0
Staphylococcus carnosus,1281,5.5
Staphylococcus cohnii,29382,6.0
Staphylococcus condimenti,70255,5.5
Staphylococcus epidermidis,1282,6.0
Staphylococcus equorum,246432,7.0
Staphylococcus felis,46127,6.0
Staphylococcus haemolyticus,1283,6.0
Staphylococcus hominis,1290,1.0
Staphylococcus hyicus,1284,6.0
Staphylococcus kloosii,29384,7.0
Staphylococcus lugdunensis,28035,6.0
Staphylococcus lutrae,155085,6.0
Staphylococcus muscae,1294,6.0
Staphylococcus nepalensis,214473,6.0
Staphylococcus pasteuri,45972,5.5
Staphylococcus pettenkoferi,170573,6.0
Staphylococcus piscifermentans,70258,6.0
Staphylococcus pseudintermedius,283734,5.0
Staphylococcus saprophyticus,29385,6.0
Staphylococcus schleiferi,1295,6.0
Staphylococcus sciuri,1296,6.0
Staphylococcus simiae,308354,6.0
Staphylococcus simulans,1286,6.0
Staphylococcus sp. AntiMn-1,1715860,7.0
Staphylococcus sp. M0911,2025492,7.0
Staphylococcus stepanovicii,643214,6.0
Staphylococcus succinus,61015,6.0
Staphylococcus warneri,1292,5.0
Staphylococcus xylosus,1288,6.5
Staphylothermus hellenicus,84599,1.0
Staphylothermus marinus,2280,1.0
Starkeya novella,921,1.0
Stenotrophomonas acidaminiphila,128780,3.0
Stenotrophomonas maltophilia,40324,4.0
Stenotrophomonas nitritireducens,83617,4.0
Stenotrophomonas rhizophila,216778,2.0
Stenotrophomonas sp. G4,2303750,3.0
Stenotrophomonas sp. KCTC 12332,1793721,4.0
Stenotrophomonas sp. LM091,1904944,3.0
Stenotrophomonas sp. MYb57,1827305,4.0
Stenotrophomonas sp. WZN-1,2005046,4.0
Stenoxybacter acetivorans,422441,4.0
Steroidobacter denitrificans,465721,1.0
Stigmatella aurantiaca,41,2.0
Streptacidiphilus sp. DSM 106435,2126346,8.0
Streptobacillus moniliformis,34105,5.0
Streptococcus acidominimus,1326,5.0
Streptococcus agalactiae,1311,7.0
Streptococcus anginosus,1328,4.0
Streptococcus australis,113107,4.0
Streptococcus constellatus,76860,4.0
Streptococcus cristatus,45634,4.0
Streptococcus dysgalactiae,1334,6.0
Streptococcus equi,1336,5.0
Streptococcus equinus,1335,6.0
Streptococcus ferus,1345,5.0
Streptococcus gallolyticus,315405,6.0
Streptococcus gordonii,1302,4.0
Streptococcus halotolerans,1814128,6.0
Streptococcus himalayensis,1888195,4.0
Streptococcus infantarius,102684,7.5
Streptococcus iniae,1346,5.0
Streptococcus intermedius,1338,4.0
Streptococcus lutetiensis,150055,7.0
Streptococcus macedonicus,59310,6.0
Streptococcus marmotae,1825069,4.0
Streptococcus merionis,400065,4.0
Streptococcus mitis,28037,4.0
Streptococcus mutans,1309,5.0
Streptococcus oralis,1303,4.0
Streptococcus pantholopis,1811193,5.0
Streptococcus parasanguinis,1318,4.0
Streptococcus parauberis,1348,5.5
Streptococcus pasteurianus,197614,5.5
Streptococcus pluranimalium,82348,5.5
Streptococcus pneumoniae,1313,4.0
Streptococcus porcinus,1340,6.0
Streptococcus pseudopneumoniae,257758,1.0
Streptococcus pyogenes,1314,6.0
Streptococcus salivarius,1304,6.0
Streptococcus sanguinis,1305,4.0
Streptococcus sobrinus,1310,6.0
Streptococcus sp. 'group B',1319,7.0
Streptococcus sp. A12,1759399,4.0
Streptococcus sp. FDAARGOS_192,1839799,6.0
Streptococcus sp. I-G2,1156431,2.0
Streptococcus sp. I-P16,1156433,2.0
Streptococcus sp. NPS 308,1902136,4.0
Streptococcus sp. Z15,2173853,5.0
Streptococcus sp. oral taxon 431,712633,4.0
Streptococcus suis,1307,4.0
Streptococcus thermophilus,1308,6.0
Streptococcus uberis,1349,5.5
Streptomyces actuosus,1885,6.0
Streptomyces albireticuli,1940,7.0
Streptomyces alboflavus,67267,6.0
Streptomyces albulus,68570,7.0
Streptomyces albus,1888,6.5
Streptomyces alfalfae,1642299,6.0
Streptomyces ambofaciens,1889,6.0
Streptomyces atratus,1893,6.0
Streptomyces autolyticus,75293,6.0
Streptomyces avermitilis,33903,6.0
Streptomyces bacillaris,68179,6.0
Streptomyces bingchenggensis,379067,6.0
Streptomyces cattleya,29303,6.0
Streptomyces cavourensis,67258,6.0
Streptomyces chartreusis,1969,6.0
Streptomyces clavuligerus,1901,6.0
Streptomyces coelicolor,1902,6.0
Streptomyces collinus,42684,6.0
Streptomyces cyaneogriseus,68192,6.0
Streptomyces dengpaensis,2049881,6.0
Streptomyces formicae,1616117,6.0
Streptomyces fulvissimus,68202,6.0
Streptomyces gilvosporeus,553510,6.0
Streptomyces glaucescens,1907,6.0
Streptomyces globisporus,1908,6.0
Streptomyces globosus,68209,7.0
Streptomyces griseochromogenes,68214,6.0
Streptomyces griseus,1911,6.0
Streptomyces hygroscopicus,1912,6.0
Streptomyces koyangensis,188770,7.0
Streptomyces laurentii,39478,7.0
Streptomyces lavendulae,1914,7.0
Streptomyces leeuwenhoekii,1437453,6.0
Streptomyces lincolnensis,1915,6.0
Streptomyces lividans,1916,6.0
Streptomyces lunaelactis,1535768,6.0
Streptomyces lydicus,47763,7.0
Streptomyces malaysiensis,92644,6.0
Streptomyces nigra,1827580,6.0
Streptomyces niveus,193462,6.0
Streptomyces nodosus,40318,6.0
Streptomyces noursei,1971,7.0
Streptomyces olivoreticuli,68246,7.0
Streptomyces pactum,68249,6.0
Streptomyces parvulus,146923,6.0
Streptomyces peucetius,1950,6.0
Streptomyces pluripotens,1355015,6.0
Streptomyces pratensis,1169025,6.0
Streptomyces pristinaespiralis,38300,6.0
Streptomyces puniciscabiei,164348,6.0
Streptomyces qaidamensis,1783515,6.0
Streptomyces reticuli,1926,6.0
Streptomyces rubrolavendulae,285473,6.0
Streptomyces sampsonii,42239,7.0
Streptomyces scabiei,1930,6.0
Streptomyces sp. 3211,1964449,7.0
Streptomyces sp. 4F,1751294,6.0
Streptomyces sp. 769,1262452,7.0
Streptomyces sp. CB09001,2083284,6.0
Streptomyces sp. CC0208,2306165,6.0
Streptomyces sp. CCM_MD2014,1561022,6.0
Streptomyces sp. CFMR 7,1649184,6.0
Streptomyces sp. CLI2509,1984801,6.0
Streptomyces sp. CMB-StM0423,2059884,5.0
Streptomyces sp. CNQ-509,444103,5.0
Streptomyces sp. CdTB01,1725411,6.0
Streptomyces sp. FR-008,206662,7.0
Streptomyces sp. GSSD-12,2282738,6.0
Streptomyces sp. Go-475,2072505,6.0
Streptomyces sp. HNM0039,2174846,5.0
Streptomyces sp. M56,1495638,6.0
Streptomyces sp. MOE7,1961713,7.0
Streptomyces sp. Mg1,465541,7.0
Streptomyces sp. NEAU-S7GS2,2202000,7.0
Streptomyces sp. P3,2135430,6.0
Streptomyces sp. PAMC 26508,1265601,6.0
Streptomyces sp. RTd22,1841249,6.0
Streptomyces sp. S8,1837283,6.0
Streptomyces sp. SAT1,1849967,6.0
Streptomyces sp. SCSIO 03032,1109743,5.0
Streptomyces sp. SM17,565560,7.0
Streptomyces sp. SM18,1736046,6.0
Streptomyces sp. Sge12,1972846,7.0
Streptomyces sp. SirexAA-E,862751,6.0
Streptomyces sp. TN58,234612,7.0
Streptomyces sp. Tue 6075,1661694,6.0
Streptomyces sp. WAC00288,2094021,6.0
Streptomyces sp. ZFG47,2184053,6.0
Streptomyces sp. fd1-xmd,1812480,7.0
Streptomyces spongiicola,1690221,6.0
Streptomyces venezuelae,54571,7.0
Streptomyces vietnamensis,362257,7.0
Streptomyces violaceoruber,1935,6.0
Streptomyces violaceusniger,68280,6.0
Streptomyces xiamenensis,408015,5.0
Streptomyces xinghaiensis,1038928,6.0
Streptosporangium roseum,2001,6.0
Sulfitobacter pseudonitzschiae,1402135,2.0
Sulfitobacter sp. AM1-D1,1917485,2.0
Sulfitobacter sp. JL08,2070369,1.0
Sulfitobacter sp. SK011,1389004,1.0
Sulfitobacter sp. SK012,1389005,1.0
Sulfitobacter sp. SK025,1389011,3.0
Sulfolobus acidocaldarius,2285,1.0
Sulfolobus islandicus,43080,1.0
Sulfolobus solfataricus,2287,1.0
Sulfolobus sp.,2288,1.0
Sulfolobus sp. A20,1891280,1.0
Sulfuricaulis limicola,1620215,1.0
Sulfuricella denitrificans,649841,2.0
Sulfuricurvum kujiense,148813,3.0
Sulfuriferula sp. AH1,1985873,3.0
Sulfurifustis variabilis,1675686,1.0
Sulfurihydrogenibium azorense,309806,2.0
Sulfurihydrogenibium sp. YO3AOP1,436114,3.0
Sulfurimonas autotrophica,202747,4.0
Sulfurimonas denitrificans,39766,4.0
Sulfurisphaera tokodaii,111955,1.0
Sulfuritalea hydrogenivorans,748811,2.0
Sulfurospirillum barnesii,44674,2.0
Sulfurospirillum cavolei,366522,3.0
Sulfurospirillum deleyianum,65553,3.0
Sulfurospirillum halorespirans,194424,2.0
Sulfurospirillum multivorans,66821,2.0
Sulfurospirillum sp. JPD-1,220622,3.0
Sulfurospirillum sp. SL2-1,1986224,3.0
Sulfurospirillum sp. UCH001,1581011,4.0
Sulfurovum lithotrophicum,206403,3.0
Sulfurovum sp. NBC37-1,387093,3.0
Symbiobacterium thermophilum,2734,6.0
Synechococcus elongatus,32046,2.0
Synechococcus lividus,33070,1.0
Synechococcus sp. CC9311,64471,2.0
Synechococcus sp. CC9605,110662,2.0
Synechococcus sp. CC9902,316279,2.0
Synechococcus sp. JA-2-3B'a(2-13),321332,2.0
Synechococcus sp. JA-3-3Ab,321327,2.0
Synechococcus sp. KORDI-100,1280380,1.0
Synechococcus sp. KORDI-49,585423,2.0
Synechococcus sp. KORDI-52,585425,3.0
Synechococcus sp. NIES-970,1827144,2.0
Synechococcus sp. PCC 6312,195253,1.0
Synechococcus sp. PCC 7002,32049,2.0
Synechococcus sp. PCC 7003,374981,2.0
Synechococcus sp. PCC 7117,195498,2.0
Synechococcus sp. PCC 73109,374982,2.0
Synechococcus sp. PCC 7502,1173263,2.0
Synechococcus sp. PCC 8807,195248,2.0
Synechococcus sp. RCC307,316278,1.0
Synechococcus sp. SynAce01,1916956,2.0
Synechococcus sp. UTEX 2973,1350461,2.0
Synechococcus sp. WH 7803,32051,2.0
Synechococcus sp. WH 8102,84588,2.0
Synechococcus sp. WH 8103,29410,2.0
Synechococcus sp. WH 8109,166314,2.0
Synechocystis sp. IPPAS B-1465,2116702,2.0
Synechocystis sp. PCC 6714,1147,2.0
Synechocystis sp. PCC 6803,1148,2.0
Syntrophobacter fumaroxidans,119484,2.0
Syntrophobotulus glycolicus,51197,4.0
Syntrophomonas wolfei,863,3.0
Syntrophothermus lipocalidus,86170,2.0
Syntrophus aciditrophicus,316277,1.0
Tamlana sp. UJ94,2069432,3.0
Tannerella forsythia,28112,2.0
Tannerella sp. oral taxon HOT-286,712710,2.0
Tateyamaria omphalii,299262,1.0
Tatlockia micdadei,451,3.0
Tatumella citrea,53336,7.0
Tatumella ptyseos,82987,7.0
Taylorella asinigenitalis,84590,3.0
